,Year,Month,State,City/County,Killed,Injured,Total
1386,2018,August,Illinois,Chicago,0,8,8
1387,2018,August,Illinois,Chicago,0,4,4
1388,2018,August,Illinois,Chicago,0,4,4
1389,2018,August,Nevada,Las Vegas,0,6,6
1390,2018,August,Missouri,Kansas City,0,6,6
1391,2018,August,Illinois,Chicago,1,3,4
1392,2018,August,Wisconsin,Milwaukee,0,4,4
1393,2018,July,California,Gardena,2,3,5
1394,2018,July,Georgia,Savannah,0,4,4
1395,2018,July,Illinois,Chicago,0,4,4
1396,2018,July,Pennsylvania,York,0,4,4
1397,2018,July,Arizona,Phoenix,1,4,5
1398,2018,July,Michigan,Lansing,0,4,4
1399,2018,July,Louisiana,New Orleans,3,7,10
1400,2018,July,California,Los Angeles,2,4,6
1401,2018,July,Texas,Robstown,5,0,5
1402,2018,July,Illinois,Chicago,0,4,4
1403,2018,July,Ohio,Cleveland,1,6,7
1404,2018,July,California,Oakland,2,2,4
1405,2018,July,Texas,Dallas,0,6,6
1406,2018,July,Louisiana,New Orleans,0,4,4
1407,2018,July,Illinois,Chicago,0,5,5
1408,2018,July,Maryland,Baltimore,0,4,4
1409,2018,July,Illinois,Chicago,2,5,7
1410,2018,July,Washington,Sunnyside,1,4,5
1411,2018,July,New Jersey,Elizabeth,0,4,4
1412,2018,July,Oklahoma,Oklahoma City,0,4,4
1413,2018,July,Florida,Palm Beach Gardens (Riviera Beach),2,4,6
1414,2018,July,District of Columbia,Washington,1,4,5
1415,2018,July,Pennsylvania,Philadelphia,1,4,5
1416,2018,July,Colorado,Denver,0,4,4
1417,2018,July,Tennessee,Chattanooga,0,5,5
1418,2018,July,Maryland,Fort Washington,0,4,4
1419,2018,July,Virginia,Richmond,1,3,4
1420,2018,July,Tennessee,Memphis,0,5,5
1421,2018,July,Texas,Houston,0,4,4
1422,2018,July,Florida,Reddick,0,4,4
1423,2018,July,Florida,Orlando,1,4,5
1424,2018,July,Delaware,Wilmington,5,0,5
1425,2018,July,Alabama,Brandon,0,6,6
1426,2018,July,Tennessee,Memphis,0,4,4
1427,2018,July,Alabama,Wetumpka,3,2,5
1428,2018,July,New York,Brooklyn,0,4,4
1429,2018,July,New York,Albany,0,4,4
1430,2018,July,California,Los Angeles,3,3,6
1431,2018,July,Virginia,Virginia Beach,0,6,6
1432,2018,July,Ohio,Lima,1,5,6
1433,2018,July,Georgia,Atlanta,1,3,4
1434,2018,July,Missouri,Saint Louis,1,5,6
1435,2018,July,District of Columbia,Washington,0,4,4
1436,2018,July,New York,Buffalo,2,2,4
1437,2018,July,Illinois,Chicago,0,6,6
1438,2018,June,Maryland,Baltimore,0,6,6
1439,2018,June,Georgia,Ashburn,1,6,7
1440,2018,June,New Jersey,Jersey City,0,5,5
1441,2018,June,Maryland,Annapolis,5,0,5
1442,2018,June,California,Oakland,1,3,4
1443,2018,June,Texas,San Antonio,0,4,4
1444,2018,June,Connecticut,Hartford,0,4,4
1445,2018,June,Illinois,Chicago,0,6,6
1446,2018,June,North Carolina,Sanford,1,6,7
1447,2018,June,Florida,Punta Gorda,0,4,4
1448,2018,June,Florida,Indiantown,0,4,4
1449,2018,June,Florida,Palm Beach Gardens (Riviera Beach),1,3,4
1450,2018,June,Indiana,Gary,1,3,4
1451,2018,June,Ohio,Sandusky,0,5,5
1452,2018,June,Kansas,Wichita,0,4,4
1453,2018,June,Illinois,Chicago,1,4,5
1454,2018,June,Tennessee,Covington,0,4,4
1455,2018,June,Pennsylvania,Homestead (Munhall),1,3,4
1456,2018,June,California,San Bernardino,1,3,4
1457,2018,June,Louisiana,Morganza,0,4,4
1458,2018,June,Illinois,Chicago,0,4,4
1459,2018,June,California,Modesto,0,5,5
1460,2018,June,Alabama,Huntsville,0,4,4
1461,2018,June,Illinois,Bloomington,3,1,4
1462,2018,June,Illinois,Chicago,2,3,5
1463,2018,June,North Carolina,Charlotte,0,4,4
1464,2018,June,New Jersey,Trenton,1,19,20
1465,2018,June,Georgia,Macon,1,3,4
1466,2018,June,Illinois,Chicago,0,4,4
1467,2018,June,California,Union City,0,5,5
1468,2018,June,New York,Buffalo,1,4,5
1469,2018,June,California,Tracy,1,4,5
1470,2018,June,Colorado,Westminster,1,3,4
1471,2018,June,Pennsylvania,Philadelphia,0,4,4
1472,2018,June,New York,Bronx,0,4,4
1473,2018,June,Alabama,Montgomery,0,4,4
1474,2018,June,Florida,Orlando,6,0,6
1475,2018,June,California,Valley Village,0,6,6
1476,2018,June,Indiana,Indianapolis (Lawrence),1,4,5
1477,2018,June,Illinois,Aurora,0,7,7
1478,2018,June,Florida,Bradenton,1,5,6
1479,2018,June,Illinois,Chicago,1,5,6
1480,2018,June,Illinois,Bloomington,2,2,4
1481,2018,June,North Carolina,Kannapolis,0,4,4
1482,2018,June,Massachusetts,Boston,0,4,4
1483,2018,June,Pennsylvania,Philadelphia,1,4,5
1484,2018,June,Florida,Jacksonville,3,1,4
1485,2018,June,Texas,Dallas,0,5,5
1486,2018,June,Illinois,Chicago,1,3,4
1487,2018,June,Nebraska,Omaha,1,6,7
1488,2018,June,New York,Buffalo,0,5,5
1489,2018,May,South Carolina,Timmonsville,3,2,5
1490,2018,May,Louisiana,Shreveport,0,4,4
1491,2018,May,Colorado,Aurora,1,3,4
1492,2018,May,Ohio,Cincinnati,0,4,4
1493,2018,May,Indiana,Anderson,0,4,4
1494,2018,May,Mississippi,Hazlehurst,1,7,8
1495,2018,May,Texas,Santa Fe,10,13,23
1496,2018,May,Texas,Ponder,5,1,6
1497,2018,May,Maryland,Baltimore,0,4,4
1498,2018,May,California,Los Angeles,2,2,4
1499,2018,May,California,Stockton,3,2,5
1500,2018,May,Mississippi,Byhalia,0,4,4
1501,2018,May,Nebraska,Omaha,0,6,6
1502,2018,May,New Jersey,Paulsboro,0,4,4
1503,2018,May,Missouri,Saint Louis,0,4,4
1504,2018,May,Oklahoma,Talihina,1,4,5
1505,2018,May,Missouri,Saint Louis,0,4,4
1506,2018,May,Nebraska,Omaha,0,4,4
1507,2018,May,California,San Diego,0,5,5
1508,2018,May,Oklahoma,Stillwater,0,4,4
1509,2018,May,Tennessee,Memphis,2,4,6
1510,2018,May,Georgia,Columbus,0,5,5
1511,2018,May,North Carolina,Henderson,0,4,4
1512,2018,May,Illinois,Chicago Heights,0,4,4
1513,2018,May,Illinois,Chicago,1,4,5
1514,2018,May,Minnesota,Minneapolis,0,5,5
1515,2018,May,New York,Brooklyn,1,4,5
1516,2018,May,Louisiana,New Orleans,0,5,5
1517,2018,April,Florida,Pompano Beach,0,4,4
1518,2018,April,District of Columbia,Washington,0,4,4
1519,2018,April,Tennessee,Wartburg,0,4,4
1520,2018,April,Washington,Seattle (Skyway),2,2,4
1521,2018,April,North Carolina,Monroe,1,3,4
1522,2018,April,Florida,West Palm Beach,1,3,4
1523,2018,April,North Carolina,Maxton,0,5,5
1524,2018,April,Arkansas,Pine Bluff,0,4,4
1525,2018,April,Missouri,Saint Louis,3,1,4
1526,2018,April,Michigan,Flint,0,4,4
1527,2018,April,Tennessee,Antioch,4,3,7
1528,2018,April,Louisiana,New Orleans,2,4,6
1529,2018,April,Pennsylvania,Philadelphia,2,2,4
1530,2018,April,California,San Francisco,1,5,6
1531,2018,April,North Carolina,Asheville,4,3,7
1532,2018,April,Louisiana,Shreveport,0,6,6
1533,2018,April,California,Vallejo,0,4,4
1534,2018,April,North Carolina,Hickory,1,3,4
1535,2018,April,Florida,Miami,2,2,4
1536,2018,April,Florida,Jacksonville,0,4,4
1537,2018,April,Virginia,Virginia Beach,1,3,4
1538,2018,April,Louisiana,New Orleans,2,2,4
1539,2018,April,Texas,Houston,1,3,4
1540,2018,April,Alabama,Mobile,1,4,5
1541,2018,April,Michigan,Saginaw,0,5,5
1542,2018,March,New Jersey,Asbury Park,0,5,5
1543,2018,March,Texas,Plano,1,3,4
1544,2018,March,New Jersey,Camden,0,4,4
1545,2018,March,Utah,Salt Lake City (West Valley City),0,4,4
1546,2018,March,California,San Francisco,1,5,6
1547,2018,March,Kentucky,Louisville,0,7,7
1548,2018,March,Illinois,Harvey,0,4,4
1549,2018,March,Florida,Macclenny,0,4,4
1550,2018,March,California,Modesto,0,4,4
1551,2018,March,Indiana,South Bend,0,6,6
1552,2018,March,Illinois,Champaign,1,3,4
1553,2018,March,Michigan,Saginaw,1,4,5
1554,2018,March,North Carolina,Wadesboro,3,1,4
1555,2018,March,Alabama,Hurtsboro,2,2,4
1556,2018,March,Illinois,Rockford,1,4,5
1557,2018,March,New York,Brooklyn,1,3,4
1558,2018,March,Florida,Miami,0,4,4
1559,2018,February,Connecticut,Bridgeport,0,4,4
1560,2018,February,Michigan,Detroit,5,0,5
1561,2018,February,Florida,Palm Beach Gardens (Riviera Beach),1,3,4
1562,2018,February,Texas,San Antonio,0,5,5
1563,2018,February,Kansas,Kansas City,1,7,8
1564,2018,February,Tennessee,Memphis,0,5,5
1565,2018,February,Oklahoma,Oklahoma City,1,3,4
1567,2018,February,Louisiana,New Orleans,2,3,5
1568,2018,February,Michigan,Detroit,4,3,7
1569,2018,February,Kentucky,Paintsville,5,0,5
1570,2018,February,Florida,Lake Worth (Lantana),3,3,6
1571,2018,February,Colorado,Colorado Springs,2,4,6
1572,2018,February,Ohio,Cleveland (Garfield Heights),1,5,6
1573,2018,January,Missouri,Saint Louis,0,4,4
1574,2018,January,Pennsylvania,Melcroft,5,0,5
1575,2018,January,Indiana,Indianapolis,2,3,5
1576,2018,January,Pennsylvania,Reading,4,0,4
1577,2018,January,Kentucky,Bowling Green,0,4,4
1578,2018,January,California,Los Angeles,0,5,5
1579,2018,January,District of Columbia,Washington,0,4,4
1580,2018,January,Kentucky,Benton,2,14,16
1581,2018,January,Pennsylvania,Philadelphia,0,4,4
1582,2018,January,Florida,Orlando,0,4,4
1583,2018,January,Illinois,Chicago,0,4,4
1584,2018,January,District of Columbia,Washington,1,3,4
1585,2018,January,Florida,Alachua,0,5,5
1586,2018,January,Alabama,Eutaw,1,4,5
1587,2018,January,Alabama,Madison,0,4,4
1588,2018,January,Tennessee,Nashville,3,2,5
1589,2018,January,Missouri,Saint Robert (St Robert),2,2,4
1590,2018,January,Alabama,Union Springs,1,5,6
1591,2018,January,Florida,Plantation,0,4,4
1592,2018,January,Mississippi,Hattiesburg,0,6,6
1593,2018,January,Arkansas,Brinkley,1,3,4
1594,2018,January,Alabama,Huntsville,1,3,4
1595,2017,December,Colorado,Littleton (Highlands Ranch),2,6,8
1596,2017,December,Illinois,Chicago,0,4,4
1597,2017,December,New Jersey,Long Branch,4,0,4
1598,2017,December,Nevada,Las Vegas,2,2,4
1599,2017,December,Florida,Miami,0,5,5
1600,2017,December,Mississippi,Vicksburg,0,5,5
1601,2017,December,Alabama,Troy,1,4,5
1602,2017,December,Louisiana,Eunice,1,3,4
1603,2017,December,Alabama,Birmingham,0,4,4
1604,2017,December,Pennsylvania,Philadelphia,1,3,4
1605,2017,December,Louisiana,Lafayette,0,4,4
1606,2017,December,Mississippi,Mc Cool (Mccool),0,4,4
1607,2017,December,California,Pacoima,0,5,5
1608,2017,December,Ohio,Columbus,1,3,4
1609,2017,December,Kentucky,Louisville,0,4,4
1610,2017,December,Texas,Garland,0,4,4
1611,2017,December,Massachusetts,Boston,0,4,4
1612,2017,December,Illinois,Chicago,0,4,4
1613,2017,December,Pennsylvania,Pittsburgh,2,2,4
1614,2017,December,Tennessee,Memphis,1,3,4
1615,2017,December,Michigan,Detroit,0,4,4
1616,2017,November,Michigan,Detroit,1,4,5
1617,2017,November,Mississippi,Brookhaven,1,6,7
1618,2017,November,Ohio,Cleveland,1,5,6
1619,2017,November,Minnesota,Minneapolis,0,4,4
1620,2017,November,Louisiana,New Iberia,0,4,4
1621,2017,November,Georgia,Columbus,0,7,7
1622,2017,November,California,Richmond,2,2,4
1623,2017,November,California,Corning,6,12,18
1624,2017,November,Indiana,Gary,0,7,7
1625,2017,November,California,Fresno,0,5,5
1626,2017,November,Georgia,Atlanta,2,2,4
1627,2017,November,Texas,Dallas,1,3,4
1628,2017,November,North Carolina,Fayetteville,1,5,6
1629,2017,November,Louisiana,New Orleans,1,5,6
1630,2017,November,Ohio,Dayton (Trotwood),0,4,4
1631,2017,November,Pennsylvania,Philadelphia,0,4,4
1633,2017,November,Texas,Austin,0,4,4
1634,2017,November,Ohio,Youngstown,0,4,4
1635,2017,November,California,Santa Monica,1,3,4
1636,2017,November,Minnesota,Minneapolis,0,4,4
1637,2017,November,California,Gardena,0,4,4
1638,2017,November,New York,Buffalo,0,4,4
1639,2017,November,Louisiana,Lacombe,1,4,5
1640,2017,October,Texas,Austin,1,3,4
1641,2017,October,Ohio,Toledo,0,4,4
1642,2017,October,Virginia,Petersburg,1,3,4
1643,2017,October,Kentucky,Louisville,0,6,6
1644,2017,October,California,San Francisco,0,4,4
1645,2017,October,California,Clearlake Oaks,2,3,5
1646,2017,October,Connecticut,Hartford,0,4,4
1647,2017,October,Alabama,Lanett,2,7,9
1648,2017,October,Florida,Tampa,0,4,4
1649,2017,October,Florida,Jacksonville,0,4,4
1650,2017,October,Tennessee,Nashville,0,4,4
1651,2017,October,Pennsylvania,Chester,0,4,4
1652,2017,October,Maryland,Edgewood,3,3,6
1653,2017,October,New York,Brooklyn,0,4,4
1654,2017,October,Mississippi,Meridian,1,3,4
1655,2017,October,Texas,Houston,2,2,4
1656,2017,October,Arizona,Phoenix,1,3,4
1657,2017,October,California,Aliso Viejo,2,2,4
1658,2017,October,Ohio,Pedro,4,0,4
1659,2017,October,California,San Francisco,0,4,4
1660,2017,October,Texas,Houston,0,5,5
1661,2017,October,Arizona,Phoenix,0,4,4
1662,2017,October,Illinois,Chicago,0,5,5
1663,2017,October,Arizona,Casa Grande,4,0,4
1664,2017,October,Florida,Miami,0,4,4
1665,2017,October,Kansas,Lawrence,3,2,5
1667,2017,September,Tennessee,Memphis,1,3,4
1668,2017,September,Louisiana,New Orleans,1,3,4
1669,2017,September,Pennsylvania,Philadelphia,1,3,4
1670,2017,September,Tennessee,Memphis,0,4,4
1671,2017,September,Maryland,Baltimore,2,2,4
1672,2017,September,Maryland,Baltimore,0,4,4
1673,2017,September,Tennessee,Antioch,1,8,9
1674,2017,September,New York,Syracuse,0,4,4
1675,2017,September,Pennsylvania,Philadelphia,0,4,4
1676,2017,September,New Jersey,Mays Landing,1,3,4
1677,2017,September,California,Bakersfield,1,4,5
1678,2017,September,Illinois,Danville,0,5,5
1679,2017,September,Connecticut,Hartford,2,2,4
1680,2017,September,Indiana,Gary,0,5,5
1681,2017,September,Michigan,Detroit,1,3,4
1682,2017,September,Virginia,Petersburg,1,4,5
1683,2017,September,South Carolina,Columbia,0,8,8
1684,2017,September,Illinois,Chicago,4,0,4
1685,2017,September,Tennessee,Memphis,1,5,6
1686,2017,September,Washington,Rockford,1,3,4
1687,2017,September,Pennsylvania,York,0,4,4
1688,2017,September,Pennsylvania,Philadelphia,0,4,4
1689,2017,September,Texas,Plano,9,1,10
1690,2017,September,Louisiana,New Orleans,1,3,4
1691,2017,September,Alabama,Selma,0,4,4
1692,2017,September,Illinois,Chicago,0,4,4
1693,2017,September,Illinois,Bellwood,0,4,4
1694,2017,September,California,Inglewood,2,3,5
1695,2017,September,Kentucky,Louisville,0,4,4
1696,2017,September,Illinois,Chicago,1,3,4
1697,2017,August,New Mexico,Clovis,2,4,6
1698,2017,August,California,Sacramento,1,4,5
1699,2017,August,Indiana,Evansville,1,3,4
1700,2017,August,Florida,Gainesville,0,4,4
1701,2017,August,Missouri,Saint Louis,4,0,4
1702,2017,August,Illinois,Chicago,0,4,4
1703,2017,August,New Jersey,Newark,0,4,4
1704,2017,August,North Carolina,Whitakers,4,0,4
1705,2017,August,New Jersey,Newark,1,3,4
1706,2017,August,Maryland,Baltimore,1,3,4
1707,2017,August,Tennessee,Memphis,0,4,4
1708,2017,August,New York,Brooklyn,0,4,4
1709,2017,August,Illinois,Chicago,2,5,7
1710,2017,August,Ohio,Cleveland,1,4,5
1711,2017,August,New York,Wyandanch,0,4,4
1712,2017,August,California,North Hollywood,2,2,4
1713,2017,August,Pennsylvania,Philadelphia,0,5,5
1714,2017,August,California,Sacramento,0,4,4
1715,2017,August,Virginia,Suffolk,0,4,4
1716,2017,August,Missouri,Saint Louis,1,3,4
1717,2017,August,Illinois,Chicago,1,6,7
1718,2017,August,New York,Bronx,0,6,6
1719,2017,August,New York,Bronx,0,4,4
1720,2017,August,California,Oakland,0,7,7
1721,2017,August,New Jersey,Lakewood,0,4,4
1722,2017,August,South Carolina,Allendale,1,3,4
1723,2017,August,Florida,Tallahassee,1,3,4
1724,2017,August,Montana,Lodge Grass,3,2,5
1725,2017,August,District of Columbia,Washington,1,3,4
1726,2017,August,Maryland,Baltimore,0,4,4
1727,2017,August,Illinois,Chicago,0,4,4
1728,2017,August,Washington,Toppenish,0,6,6
1729,2017,August,California,Fresno,0,7,7
1730,2017,July,Illinois,Decatur,0,4,4
1731,2017,July,Texas,El Paso,1,3,4
1732,2017,July,Virginia,Norfolk,1,5,6
1733,2017,July,New York,Buffalo,1,4,5
1734,2017,July,North Carolina,Salisbury,2,3,5
1735,2017,July,Delaware,Wilmington,0,4,4
1736,2017,July,Illinois,Chicago,1,4,5
1737,2017,July,North Carolina,High Point,1,6,7
1738,2017,July,Florida,Jacksonville,1,3,4
1739,2017,July,Illinois,Chicago,1,3,4
1740,2017,July,Louisiana,Baton Rouge,0,4,4
1741,2017,July,Ohio,Cincinnati,0,5,5
1742,2017,July,Virginia,Richmond,0,5,5
1743,2017,July,California,Los Angeles,1,3,4
1744,2017,July,Wisconsin,Milwaukee,0,4,4
1745,2017,July,New Jersey,Trenton,1,3,4
1746,2017,July,Arizona,El Mirage,0,4,4
1747,2017,July,Pennsylvania,Philadelphia,1,3,4
1748,2017,July,Illinois,Chicago,0,4,4
1749,2017,July,Virginia,Lawrenceville,0,7,7
1750,2017,July,Illinois,Alton,0,4,4
1751,2017,July,Ohio,Cincinnati,1,8,9
1752,2017,July,Mississippi,Meridian,0,4,4
1753,2017,July,Georgia,Savannah,0,4,4
1754,2017,July,Illinois,Chicago (Roseland),2,2,4
1755,2017,July,Maine,Madison,4,1,5
1756,2017,July,Florida,Orlando (Pine Castle),0,4,4
1757,2017,July,Virginia,Hampton,1,4,5
1758,2017,July,North Carolina,Raleigh,1,3,4
1759,2017,July,Alabama,Prattville,3,1,4
1760,2017,July,Michigan,Pontiac,1,3,4
1761,2017,July,New Jersey,Jersey City,0,4,4
1762,2017,July,South Carolina,Greenwood,0,4,4
1764,2017,July,Illinois,Momence,0,4,4
1765,2017,July,New Jersey,Newark,2,2,4
1766,2017,July,California,Oakland,0,4,4
1767,2017,June,New York,Bronx,2,6,8
1768,2017,June,Illinois,Chicago,0,5,5
1769,2017,June,District of Columbia,Washington,0,4,4
1770,2017,June,Missouri,Saint Louis,1,3,4
1771,2017,June,Florida,Fort Lauderdale,1,4,5
1772,2017,June,New York,New York (Manhattan),0,5,5
1773,2017,June,New Jersey,Willingboro,0,4,4
1774,2017,June,Georgia,Atlanta,1,6,7
1775,2017,June,Missouri,Saint Louis,3,2,5
1776,2017,June,District of Columbia,Washington,0,4,4
1777,2017,June,Illinois,Chicago,0,4,4
1778,2017,June,South Carolina,Myrtle Beach,0,7,7
1779,2017,June,Illinois,Chicago,0,4,4
1780,2017,June,Ohio,Columbus,1,4,5
1781,2017,June,Virginia,Richmond,1,3,4
1782,2017,June,New Mexico,La Madera,5,0,5
1783,2017,June,Virginia,Alexandria,1,5,6
1784,2017,June,Ohio,Canton,0,4,4
1785,2017,June,California,San Francisco,4,2,6
1786,2017,June,Maryland,Baltimore,0,4,4
1787,2017,June,Maryland,Baltimore,2,2,4
1788,2017,June,Missouri,Saint Louis (University City),0,4,4
1789,2017,June,Illinois,Chicago,0,9,9
1790,2017,June,Tennessee,Chattanooga,0,4,4
1791,2017,June,Texas,Houston,0,4,4
1792,2017,June,Tennessee,Memphis,0,4,4
1793,2017,June,Texas,Fort Worth,2,5,7
1794,2017,June,Louisiana,New Orleans,0,6,6
1795,2017,June,Utah,Sandy,3,2,5
1796,2017,June,Florida,Orlando,6,0,6
1797,2017,June,Missouri,Saint Louis,2,2,4
1798,2017,June,Louisiana,New Orleans,3,2,5
1799,2017,June,California,Los Angeles,1,3,4
1800,2017,June,Texas,Laredo,2,3,5
1801,2017,June,Missouri,Saint Louis,3,1,4
1802,2017,May,Ohio,Middletown,1,3,4
1803,2017,May,Kentucky,Louisville,1,3,4
1804,2017,May,Alabama,Phenix City,0,12,12
1805,2017,May,New Jersey,Paterson,1,5,6
1806,2017,May,Mississippi,Moss Point,0,5,5
1807,2017,May,New York,New York (Manhattan),0,4,4
1808,2017,May,District of Columbia,Washington,1,7,8
1809,2017,May,Mississippi,Bogue Chitto,8,1,9
1810,2017,May,Florida,Miami,0,4,4
1811,2017,May,Iowa,Des Moines,1,3,4
1812,2017,May,Arizona,Mesa,0,4,4
1813,2017,May,Pennsylvania,Philadelphia,0,10,10
1814,2017,May,South Carolina,Ruffin,3,1,4
1815,2017,May,Arkansas,Jonesboro,1,6,7
1816,2017,May,Illinois,Dolton,0,5,5
1817,2017,May,Florida,Avon Park,0,5,5
1818,2017,May,Texas,Fort Worth,0,4,4
1819,2017,May,New Jersey,Trenton,1,3,4
1820,2017,May,Kansas,Kansas City,3,1,4
1821,2017,May,Illinois,Chicago,2,8,10
1822,2017,May,Michigan,Flint,1,3,4
1823,2017,May,Florida,Jacksonville,1,3,4
1824,2017,May,Texas,Dallas,2,3,5
1825,2017,April,California,San Diego,2,6,8
1826,2017,April,Kansas,Topeka,4,1,5
1827,2017,April,Florida,Jacksonville,0,5,5
1828,2017,April,South Carolina,Loris,1,5,6
1829,2017,April,California,Los Angeles (Boyle Heights),1,3,4
1830,2017,April,California,Sacramento,0,5,5
1831,2017,April,California,Whittier,1,5,6
1832,2017,April,Maryland,Germantown,1,3,4
1833,2017,April,California,Compton,0,4,4
1834,2017,April,Virginia,Virginia Beach,0,4,4
1835,2017,April,Pennsylvania,Chester,0,4,4
1836,2017,April,New Jersey,Newark,1,3,4
1837,2017,April,Florida,Miami,0,4,4
1838,2017,April,Florida,Palm Bay,2,2,4
1839,2017,April,Kentucky,Louisville,0,4,4
1840,2017,April,California,Vallejo,0,4,4
1841,2017,April,North Carolina,Elizabeth City,0,4,4
1842,2017,April,Ohio,Columbus,0,9,9
1843,2017,April,Illinois,Rock Falls,0,4,4
1844,2017,April,Pennsylvania,Philadelphia,0,4,4
1845,2017,April,Indiana,Indianapolis,0,4,4
1846,2017,April,Alabama,Birmingham,0,6,6
1847,2017,April,Illinois,Harvey,0,4,4
1848,2017,April,California,Banning,0,4,4
1849,2017,April,Georgia,Atlanta,1,3,4
1850,2017,April,Texas,San Antonio,1,3,4
1851,2017,April,Indiana,Fort Wayne,1,3,4
1852,2017,April,North Carolina,Hickory,3,1,4
1853,2017,April,Texas,Houston,5,0,5
1854,2017,April,Minnesota,Saint Paul,4,1,5
1855,2017,April,Illinois,Chicago,1,5,6
1856,2017,April,Louisiana,Lake Charles,1,3,4
1857,2017,April,Pennsylvania,Philadelphia,3,1,4
1858,2017,April,Texas,Lubbock,0,7,7
1859,2017,April,Illinois,Chicago,2,4,6
1860,2017,April,Iowa,Des Moines,0,5,5
1861,2017,April,California,Pittsburg,0,5,5
1862,2017,April,Florida,Tampa,1,4,5
1863,2017,April,Oklahoma,Oklahoma City,2,3,5
1864,2017,March,Illinois,Chicago,4,0,4
1865,2017,March,Florida,Sanford,2,4,6
1866,2017,March,Ohio,Cleveland,2,2,4
1867,2017,March,Texas,Houston,2,4,6
1868,2017,March,Ohio,Cincinnati,2,15,17
1869,2017,March,Tennessee,Knoxville,1,4,5
1870,2017,March,Michigan,Detroit,1,3,4
1871,2017,March,Ohio,Cleveland,2,2,4
1872,2017,March,California,Fresno,1,4,5
1873,2017,March,Missouri,Saint Louis,1,6,7
1874,2017,March,Wisconsin,Rothschild,5,0,5
1875,2017,March,Kentucky,Louisville,1,5,6
1876,2017,March,Michigan,Detroit,3,2,5
1877,2017,March,Louisiana,Metairie,3,1,4
1878,2017,March,Illinois,Chicago,2,2,4
1879,2017,March,Louisiana,New Orleans (Gentilly),3,1,4
1880,2017,March,Illinois,Chicago,0,4,4
1881,2017,March,Georgia,Columbus,0,4,4
1882,2017,March,Kansas,Topeka,1,4,5
1883,2017,March,California,Sacramento,0,4,4
1884,2017,March,Pennsylvania,Philadelphia,0,4,4
1885,2017,March,California,Riverside,0,5,5
1886,2017,February,Ohio,Cincinnati,0,6,6
1887,2017,February,Virginia,Newport News,0,4,4
1888,2017,February,Indiana,Gary,1,4,5
1889,2017,February,Ohio,Warren,2,3,5
1890,2017,February,Florida,Jacksonville,1,4,5
1891,2017,February,New York,Rochester,0,4,4
1892,2017,February,Ohio,Cleveland,0,4,4
1893,2017,February,Mississippi,Toomsuba,4,0,4
1894,2017,February,Ohio,Cleveland,0,5,5
1895,2017,February,Virginia,Norfolk,1,3,4
1896,2017,February,Pennsylvania,Philadelphia,0,4,4
1897,2017,February,Indiana,South Bend,1,3,4
1898,2017,February,California,Salinas,0,4,4
1899,2017,February,Illinois,Chicago,3,2,5
1900,2017,February,Missouri,Caruthersville,1,6,7
1901,2017,February,New York,Newburgh,1,3,4
1902,2017,February,Florida,Greenville,0,5,5
1903,2017,February,Illinois,Chicago,1,3,4
1904,2017,February,Tennessee,Savannah,0,4,4
1905,2017,February,Louisiana,New Orleans,1,5,6
1906,2017,February,Mississippi,Jackson,4,0,4
1907,2017,February,Ohio,Cleveland,1,4,5
1908,2017,February,South Carolina,Columbia,0,4,4
1909,2017,February,Arkansas,Little Rock,1,4,5
1910,2017,February,Mississippi,Yazoo City,4,0,4
1911,2017,January,Tennessee,Memphis,0,4,4
1912,2017,January,District of Columbia,Washington,0,4,4
1913,2017,January,Minnesota,Minneapolis (Crystal),0,4,4
1914,2017,January,Louisiana,Shreveport,1,4,5
1915,2017,January,Washington,Bremerton,4,0,4
1916,2017,January,Tennessee,Brownsville,0,10,10
1917,2017,January,Georgia,Albany,2,3,5
1918,2017,January,Illinois,Chicago,0,6,6
1919,2017,January,Texas,Manvel,3,2,5
1920,2017,January,Illinois,Chicago (Englewood),0,4,4
1921,2017,January,Georgia,Atlanta,3,1,4
1922,2017,January,Georgia,Jonesboro,0,6,6
1923,2017,January,Florida,Boynton Beach,0,5,5
1924,2017,January,Tennessee,Memphis,2,2,4
1925,2017,January,Mississippi,Como,1,4,5
1926,2017,January,California,Fresno,0,4,4
1927,2017,January,Texas,Houston,0,4,4
1928,2017,January,Florida,Miami,0,8,8
1929,2017,January,Colorado,Capulin,3,1,4
1930,2017,January,Mississippi,Magnolia,1,4,5
1931,2017,January,Missouri,Kansas City,3,2,5
1932,2017,January,California,Salinas,2,2,4
1933,2017,January,New Jersey,Newark,1,3,4
1934,2017,January,Illinois,Chicago,1,3,4
1935,2017,January,Michigan,Flint,1,3,4
1936,2017,January,California,Pasadena,2,2,4
1937,2017,January,Florida,Fort Lauderdale,5,6,11
1938,2017,January,California,Fontana,3,1,4
1939,2017,January,Texas,Allen,0,4,4
1940,2017,January,Mississippi,Winstonville,0,5,5
1941,2017,January,Texas,Dallas,1,3,4
1942,2017,January,Florida,Miami,0,7,7
1943,2016,December,Georgia,Lenox (El Dorado),2,2,4
1944,2016,December,Texas,Houston,1,3,4
1945,2016,December,Ohio,Mansfield,0,5,5
1946,2016,December,Connecticut,Wallingford,2,3,5
1947,2016,December,Georgia,Columbus,1,4,5
1948,2016,December,Illinois,Chicago,3,4,7
1949,2016,December,Alabama,Ozark,0,4,4
1950,2016,December,New York,Mount Vernon,1,5,6
1951,2016,December,North Carolina,Madison,0,7,7
